,Author,Date,Message
13041,Other,"Sep 18, 2016, 4:10 AM","Beneath the Azores; whether the prime orb, "
13042,Mickey Mouse,"Sep 18, 2016, 4:05 AM","Wolves shall succeed for teachers, grievous wolves, "
13043,Mickey Mouse,"Sep 18, 2016, 3:34 AM","Sole partner, and sole part, of all these joys, "
13044,Mickey Mouse,"Sep 18, 2016, 3:34 AM","From his surmise proved false; find peace within, "
13045,Other,"Sep 18, 2016, 3:31 AM",And bush with frizzled hair implicit:  Last 
13046,Other,"Sep 18, 2016, 3:30 AM",The field pavilioned with his guardians bright; 
13047,Mickey Mouse,"Sep 17, 2016, 10:27 PM",His mighty stature; on each hand the flames 
13048,Other,"Sep 17, 2016, 9:21 PM","Presenting, thus to intercede began. "
13049,Other,"Sep 17, 2016, 9:07 PM",Astonished. None among the choice and prime 
13050,Other,"Sep 17, 2016, 9:07 PM","Must eat, and on the ground leave nothing green; "
13051,Other,"Sep 17, 2016, 8:46 PM",Anguish and doubt and fear and sorrow and pain 
13052,Mickey Mouse,"Sep 17, 2016, 8:42 PM","Nor can I miss the way, so strongly drawn "
13053,Other,"Sep 17, 2016, 8:32 PM",Yet soon he healed; for Spirits that live throughout 
13054,Mickey Mouse,"Sep 17, 2016, 8:20 PM","With pity Heaven's high King, and to him called "
13055,Other,"Sep 17, 2016, 8:19 PM","Depopulation!  Thee another flood, "
13056,Other,"Sep 17, 2016, 8:19 PM",And Eleale to th' Asphaltic Pool: 
13057,Other,"Sep 17, 2016, 8:18 PM","Rhene or the Danaw, when her barbarous sons "
13058,Other,"Sep 17, 2016, 8:13 PM","And Raphael now, to Adam's doubt proposed, "
13059,Other,"Sep 17, 2016, 8:13 PM","Hath been achieved of merit--yet this loss, "
13060,Mickey Mouse,"Sep 17, 2016, 8:13 PM",And with persuasive accent thus began:-- 
13061,Other,"Sep 17, 2016, 8:13 PM","For seasons, and for days, and circling years; "
13062,Other,"Sep 17, 2016, 8:13 PM","That Moses might report to them his will, "
13063,Other,"Sep 17, 2016, 8:13 PM","  This said, he sat; and expectation held "
13064,Mickey Mouse,"Sep 17, 2016, 8:12 PM","Dark with excessive bright thy skirts appear, "
13065,Other,"Sep 17, 2016, 8:10 PM","All his deliverance, and to none but me. "
13066,Other,"Sep 17, 2016, 8:09 PM","Shelters in cool, and tends his pasturing herds "
13067,Other,"Sep 17, 2016, 8:08 PM","This said unanimous, and other rites "
13068,Mickey Mouse,"Sep 17, 2016, 7:59 PM","On to their morning's rural work they haste, "
13069,William Shakespeare,"Sep 17, 2016, 7:56 PM","That comes to all, but torture without end "
13070,William Shakespeare,"Sep 17, 2016, 7:56 PM","And call to mind his covenant: Day and night, "
13071,Mickey Mouse,"Sep 17, 2016, 7:55 PM","They, hardened more by what might most reclaim, "
13072,Mickey Mouse,"Sep 17, 2016, 7:54 PM","Then when I am thy captive talk of chains, "
13073,Mickey Mouse,"Sep 17, 2016, 7:54 PM","With victory, triumphing through the air "
13074,William Shakespeare,"Sep 17, 2016, 7:46 PM","By merit more than birthright Son of God, "
13075,William Shakespeare,"Sep 17, 2016, 7:46 PM","Who guards her, or with her the worst endures. "
13076,William Shakespeare,"Sep 17, 2016, 7:46 PM",This friendly condescension to relate 
13077,William Shakespeare,"Sep 17, 2016, 7:46 PM","If we were wise, against so great a foe "
13078,Other,"Sep 17, 2016, 1:17 AM","The dismal gates, and barricadoed strong; "
13079,Mickey Mouse,"Sep 17, 2016, 12:16 AM","Adore the Son, and honour him as me. "
13080,Other,"Sep 17, 2016, 12:16 AM","Down cloven to the waist, with shattered arms "
13081,Other,"Sep 17, 2016, 12:10 AM","From whom I have that thus I move and live, "
13082,Other,"Sep 16, 2016, 11:38 PM","On half the nations, and with fear of change "
13083,Mickey Mouse,"Sep 16, 2016, 11:34 PM","On golden hinges turning, as by work "
13084,Other,"Sep 16, 2016, 11:31 PM","Gabriel, lead forth to battle these my sons "
13085,Other,"Sep 16, 2016, 11:31 PM",Of horrible confusion; over which 
13086,William Shakespeare,"Sep 16, 2016, 11:22 PM","Now on the polar winds, then with quick fan "
13087,William Shakespeare,"Sep 16, 2016, 11:22 PM",Loaden with fairest fruit that hung to the eye 
13088,Mickey Mouse,"Sep 16, 2016, 11:21 PM","Of those four-footed kinds, himself now one, "
13089,Mickey Mouse,"Sep 16, 2016, 11:21 PM","First his own tools; then, what might else be wrought "
13090,Mickey Mouse,"Sep 16, 2016, 11:21 PM","He swerve not, too secure:  Tell him withal "
13091,Mickey Mouse,"Sep 16, 2016, 5:51 PM",Above all hills.  As when by night the glass 
13092,William Shakespeare,"Sep 16, 2016, 5:39 PM","Against the day of battle, to a field, "
13093,William Shakespeare,"Sep 16, 2016, 5:38 PM",Within them every lower faculty 
13094,Other,"Sep 16, 2016, 4:36 PM","Among the angelick Powers, and the deep fall "
13095,Other,"Sep 16, 2016, 4:27 PM","To imitate her; but, misjoining shapes, "
13096,Mickey Mouse,"Sep 16, 2016, 4:25 PM","But come, so well refreshed, now let us play, "
13097,Other,"Sep 16, 2016, 3:43 AM",Whom thus the Sin-born monster answered soon. 
13098,Other,"Sep 16, 2016, 3:40 AM","All thoughts of war. Ye have what I advise."" "
13099,Other,"Sep 16, 2016, 3:39 AM",The rest in circuit walls this universe. 
13100,Other,"Sep 16, 2016, 3:10 AM",Danced hand in hand.  A while discourse they hold; 
13101,Mickey Mouse,"Sep 15, 2016, 10:57 PM","O miserable mankind, to what fall "
13102,Donald Duck,"Sep 15, 2016, 10:56 PM",Unbid; and thou shalt eat the herb of the field; 
13103,Mickey Mouse,"Sep 15, 2016, 10:53 PM","Our task we choose, what wonder if so near "
13104,Donald Duck,"Sep 15, 2016, 10:47 PM","Rivers, or mountains, in her spotty globe. "
13105,Mickey Mouse,"Sep 14, 2016, 11:40 PM","Felt less remorse: they, forthwith to the place "
13106,William Shakespeare,"Sep 14, 2016, 11:34 PM","And matrimonial love; but Eve, who thought "
13107,Mickey Mouse,"Sep 14, 2016, 10:16 PM","Though distant far, some small reflection gains "
13108,Other,"Sep 14, 2016, 4:21 AM",Therefore eternal silence be their doom. 
13109,Other,"Sep 14, 2016, 4:19 AM","For wonderful indeed are all his works, "
13110,Other,"Sep 14, 2016, 4:19 AM","Obscured, where highest woods, impenetrable "
13111,Other,"Sep 14, 2016, 4:19 AM",Bore him slope downward to the sun now fallen 
13112,Other,"Sep 14, 2016, 2:19 AM","Accomplishing great things, by things deemed weak "
13113,Other,"Sep 14, 2016, 2:19 AM","More lovely, than Pandora, whom the Gods "
13114,Other,"Sep 14, 2016, 2:16 AM",And thy  adherents:  How hast thou disturbed 
13115,Other,"Sep 14, 2016, 2:16 AM",The quarters of the north; there to prepare 
13116,Other,"Sep 14, 2016, 2:15 AM","Ascend, I follow thee, safe Guide, the path "
13117,Mickey Mouse,"Sep 14, 2016, 1:56 AM",Nor vehement desire; these delicacies 
13118,Other,"Sep 14, 2016, 1:44 AM",And dictates to me slumbering; or inspires 
13119,Mickey Mouse,"Sep 14, 2016, 12:14 AM","And where their weakness: how attempted best, "
13120,Other,"Sep 14, 2016, 12:13 AM","Among the nations round, and durst abide "
13121,Mickey Mouse,"Sep 13, 2016, 11:54 PM",Stretched out to the amplest reach of prospect lay. 
13122,Mickey Mouse,"Sep 13, 2016, 11:54 PM","Disabled, not to give thee thy death's wound: "
13123,Other,"Sep 13, 2016, 11:53 PM",Might intercept their emperour sent; so he 
13124,Mickey Mouse,"Sep 13, 2016, 11:50 PM","Wide open and unguarded, Satan passed, "
13125,Mickey Mouse,"Sep 13, 2016, 10:53 PM",Cursed is the ground for thy sake; thou in sorrow 
13126,Other,"Sep 13, 2016, 10:53 PM","Hell-born, not to contend with Spirits of Heaven."" "
13127,Mickey Mouse,"Sep 13, 2016, 10:21 PM",Whereto with look composed Satan replied. 
13128,Other,"Sep 13, 2016, 10:12 PM","Appointed, which declares his dignity, "
13129,Other,"Sep 13, 2016, 9:49 PM","Up hither, from among the trees appeared, "
13130,Mickey Mouse,"Sep 13, 2016, 9:41 PM","For that celestial light? Be it so, since he "
13131,Other,"Sep 13, 2016, 9:40 PM","Of God the garden was, by him in the east "
13132,Mickey Mouse,"Sep 13, 2016, 9:39 PM","Smooth lake, that to me seemed another sky. "
13133,Mickey Mouse,"Sep 13, 2016, 9:39 PM","Or serenate, which the starved lover sings "
13134,Mickey Mouse,"Sep 13, 2016, 9:39 PM",They viewed the vast immeasurable abyss 
13135,Other,"Sep 13, 2016, 9:38 PM","'The pledge of thy obedience and thy faith, "
13136,Other,"Sep 13, 2016, 9:38 PM",At length a universal hubbub wild 
13137,Mickey Mouse,"Sep 13, 2016, 9:38 PM","Second Omnipotence! two days are past, "
13138,Other,"Sep 13, 2016, 9:38 PM","And brute as other creatures, but endued "
13139,Mickey Mouse,"Sep 13, 2016, 9:37 PM","Under a shade on flowers, much wondering where "
13140,Donald Duck,"Sep 13, 2016, 8:50 PM","Thus thou hast seen one world begin, and end; "
13141,Mickey Mouse,"Sep 13, 2016, 8:48 PM",Her husband the relater she preferred 
13142,Mickey Mouse,"Sep 13, 2016, 7:02 PM", 
13143,Other,"Sep 13, 2016, 6:32 PM","As by his Word, the Mighty Father made "
13144,William Shakespeare,"Sep 13, 2016, 6:12 PM","Hail, holy Light, offspring of Heaven firstborn, "
13145,William Shakespeare,"Sep 13, 2016, 6:12 PM","This saw his hapless foes, but stood obdured, "
13146,Other,"Sep 13, 2016, 5:56 PM",Of that forbidden tree whose mortal taste 
13147,Donald Duck,"Sep 13, 2016, 7:40 AM",And into all things from her air inspired 
13148,William Shakespeare,"Sep 13, 2016, 7:37 AM","Pronounced among the Gods, and by an oath "
13149,Donald Duck,"Sep 13, 2016, 7:36 AM","And find thee knowing, not of beasts alone, "
13150,William Shakespeare,"Sep 13, 2016, 7:36 AM",Their perfect ranks; for high above the ground 
13151,Donald Duck,"Sep 13, 2016, 7:36 AM","Remains thee, aided by this host of friends, "
13152,William Shakespeare,"Sep 13, 2016, 7:36 AM","To whom thus Eve, yet sinless.  Of the fruit "
13153,Donald Duck,"Sep 13, 2016, 7:26 AM","Wallowing unwieldy, enormous in their gait, "
13154,Other,"Sep 13, 2016, 6:40 AM","His flight precipitant, and winds with ease "
13155,William Shakespeare,"Sep 13, 2016, 6:40 AM","Stood in himself collected; while each part, "
13156,William Shakespeare,"Sep 13, 2016, 6:40 AM","Army of Fiends, fit body to fit head. "
13157,William Shakespeare,"Sep 13, 2016, 6:39 AM","Before his voice? or was she made thy guide, "
13158,William Shakespeare,"Sep 13, 2016, 6:39 AM",To whom thus Adam fervently replied. 
13159,William Shakespeare,"Sep 13, 2016, 6:39 AM","On bird, beast, air; air suddenly eclipsed, "
13160,William Shakespeare,"Sep 13, 2016, 6:39 AM",And to the heavenly Vision thus presumed. 
13161,Other,"Sep 13, 2016, 6:39 AM","O thou, who future things canst represent "
13162,William Shakespeare,"Sep 13, 2016, 6:39 AM",In show plebeian Angel militant 
13163,William Shakespeare,"Sep 13, 2016, 6:39 AM",Without the vent of words; which these he breathed. 
13164,William Shakespeare,"Sep 13, 2016, 6:39 AM","Touched only; that our trial, when least sought, "
13165,Other,"Sep 13, 2016, 6:35 AM",In the wide wilderness; there they shall found 
13166,Other,"Sep 13, 2016, 6:35 AM",The air attrite to fire; as late the clouds 
13167,Other,"Sep 13, 2016, 6:35 AM","Deep malice to conceal, couched with revenge: "
13168,Other,"Sep 13, 2016, 6:35 AM",A dove sent forth once and again to spy 
13169,Other,"Sep 13, 2016, 6:35 AM","Raised, as of some great matter to begin. "
13170,Other,"Sep 13, 2016, 6:35 AM","The good before him, but perverts best things "
13171,William Shakespeare,"Sep 13, 2016, 6:34 AM","Adam, I therefore came; nor art thou such "
13172,William Shakespeare,"Sep 13, 2016, 6:34 AM",What force effected not; that he no less 
13173,Other,"Sep 13, 2016, 6:34 AM","These elements, and arm him with the force "
13174,Other,"Sep 13, 2016, 6:33 AM","His thunder on thy head, devouring fire. "
13175,Other,"Sep 13, 2016, 6:33 AM","This glorious sight, when sleep hath shut all eyes? "
13176,Other,"Sep 13, 2016, 6:33 AM","But, he once passed, soon after, when Man fell, "
13177,William Shakespeare,"Sep 13, 2016, 6:31 AM","Had entertained, as dyed her cheeks with pale. "
13178,Other,"Sep 13, 2016, 6:31 AM","Made err, was now exhaled; and grosser sleep, "
13179,Other,"Sep 13, 2016, 6:31 AM",Thus her reply with accent sweet renewed. 
13180,William Shakespeare,"Sep 13, 2016, 6:31 AM","Or tilting furniture, imblazon'd shields, "
13181,Other,"Sep 13, 2016, 6:31 AM","Directed, no mean recompense it brings "
13182,Other,"Sep 13, 2016, 6:30 AM","So fit, so acceptable, so divine, "
13183,Other,"Sep 13, 2016, 6:30 AM","Right reason for their law, and for their King "
13184,Other,"Sep 13, 2016, 6:29 AM",Of Eden planted; Eden stretched her line 
13185,Other,"Sep 13, 2016, 6:28 AM",   00482129  
13186,William Shakespeare,"Sep 13, 2016, 6:24 AM","And Thrascias, rend the woods, and seas upturn; "
13187,Other,"Sep 13, 2016, 6:23 AM",Till pride and worse ambition threw me down 
13188,Other,"Sep 13, 2016, 6:22 AM","Encamp their legions, or with obscure wing "
13189,William Shakespeare,"Sep 13, 2016, 6:22 AM","Blossoms and fruits at once of golden hue, "
13190,Other,"Sep 13, 2016, 6:21 AM",Before him Power Divine his way prepared; 
13191,Other,"Sep 13, 2016, 6:20 AM","And hairy mane terrifick, though to thee "
13192,William Shakespeare,"Sep 13, 2016, 6:20 AM","Converse with Adam, in what bower or shade "
13193,William Shakespeare,"Sep 13, 2016, 6:20 AM",This is dispensed; and what surmounts the reach 
13194,Other,"Sep 13, 2016, 6:20 AM","From that high mount of God, whence light and shade "
13195,William Shakespeare,"Sep 13, 2016, 6:18 AM",I sung of Chaos and eternal Night; 
13196,William Shakespeare,"Sep 13, 2016, 6:18 AM","United, as one individual soul, "
13197,Other,"Sep 13, 2016, 6:17 AM","By the celestial quires, when orient light "
13198,Other,"Sep 13, 2016, 6:17 AM","Through the calm firmament, (but up or down, "
13199,Other,"Sep 13, 2016, 6:17 AM","His consort Liberty? what, but unbuild "
13200,Other,"Sep 13, 2016, 6:17 AM","Of those too high aspiring, who rebelled "
13201,Other,"Sep 13, 2016, 6:17 AM","Part loosely wing the region, part more wise "
13202,Other,"Sep 13, 2016, 6:17 AM","Long time shall dwell and prosper, but when sins "
13203,William Shakespeare,"Sep 13, 2016, 6:16 AM","Degraded, to what wretched state reserved! "
13204,William Shakespeare,"Sep 13, 2016, 6:16 AM","Back stept those two fair Angels, half amazed "
13205,Other,"Sep 13, 2016, 6:16 AM","Why am I mocked with death, and lengthened out "
13206,Other,"Sep 13, 2016, 6:16 AM",Nor served it to relax their serried files. 
13207,William Shakespeare,"Sep 13, 2016, 6:16 AM","Them fully satisfied, and thee appease. "
13208,Other,"Sep 13, 2016, 6:16 AM","Be meant, whom I conjecture, our grand foe, "
13209,Other,"Sep 13, 2016, 6:16 AM",Made horrid circles; two broad suns their shields 
13210,William Shakespeare,"Sep 13, 2016, 6:16 AM",And scarce to the Angel utter'dst thus thy plaint. 
13211,Other,"Sep 13, 2016, 6:15 AM","My judgements; how with mankind I proceed, "
13212,Other,"Sep 13, 2016, 6:15 AM",So started up in his own shape the Fiend. 
13213,William Shakespeare,"Sep 13, 2016, 6:15 AM",Of Atabalipa; and yet unspoiled 
13214,Other,"Sep 13, 2016, 6:15 AM","Subjected to his service angel-wings, "
13215,Other,"Sep 13, 2016, 6:15 AM",Devoured each other; nor stood much in awe 
13216,William Shakespeare,"Sep 13, 2016, 6:15 AM",Impossible is held; as argument 
13217,Other,"Sep 13, 2016, 6:15 AM","So much the rather thou, celestial Light, "
13218,William Shakespeare,"Sep 13, 2016, 6:15 AM","That would be wooed, and not unsought be won, "
13219,Other,"Sep 13, 2016, 6:14 AM","Of Enna, where Proserpine gathering flowers, "
13220,Other,"Sep 13, 2016, 6:14 AM","Author of evil, unknown till thy revolt, "
13221,Other,"Sep 13, 2016, 6:14 AM","That of so many myriads fallen, yet one "
13222,William Shakespeare,"Sep 13, 2016, 6:14 AM","From Canaan, to a land hereafter called "
13223,Other,"Sep 13, 2016, 6:14 AM",Far less I now lament for one whole world 
13224,William Shakespeare,"Sep 13, 2016, 6:14 AM","Calls us to penance? More destroyed than thus, "
13225,William Shakespeare,"Sep 13, 2016, 6:14 AM","On a sun-beam, swift as a shooting star "
13226,William Shakespeare,"Sep 13, 2016, 6:13 AM",No more be mentioned then of violence 
13227,Other,"Sep 13, 2016, 6:13 AM","This said, he paused not, but with venturous arm "
13228,William Shakespeare,"Sep 13, 2016, 6:13 AM","That all these puissant legions, whose exile "
13229,William Shakespeare,"Sep 13, 2016, 6:13 AM","All sounds on fret by string or golden wire, "
13230,William Shakespeare,"Sep 13, 2016, 6:13 AM","Shall dwell to Senir, that long ridge of hills. "
13231,William Shakespeare,"Sep 13, 2016, 6:12 AM","Of Adam, soon inclined to admit delight, "
13232,Other,"Sep 13, 2016, 6:12 AM","Light as the lightning glimpse they ran, they flew; "
13233,William Shakespeare,"Sep 13, 2016, 6:11 AM","Advancing, sowed the earth with orient pearl, "
13234,William Shakespeare,"Sep 13, 2016, 6:11 AM","Have nothing merited, nor can perform "
13235,Other,"Sep 13, 2016, 6:11 AM","How soon hath thy prediction, Seer blest, "
13236,Other,"Sep 13, 2016, 6:11 AM","All knees to thee shall bow, of them that bide "
13237,William Shakespeare,"Sep 13, 2016, 6:11 AM","Bank the mid sea: part single, or with mate, "
13238,William Shakespeare,"Sep 13, 2016, 6:10 AM","My bowels, their repast; then, bursting forth "
13239,Other,"Sep 13, 2016, 6:10 AM","What in an age they, with incessant toil "
13240,Other,"Sep 13, 2016, 6:10 AM","My journey strange, with clamorous uproar "
13241,William Shakespeare,"Sep 13, 2016, 6:10 AM","His quadrature, from thy orbicular world; "
13242,Other,"Sep 13, 2016, 6:08 AM",Their children's cries unheard that passed through fire 
13243,William Shakespeare,"Sep 13, 2016, 6:08 AM","Straight side by side were laid; nor turned, I ween, "
13244,William Shakespeare,"Sep 13, 2016, 6:07 AM","In wealth and multitude, factious they grow; "
13245,Other,"Sep 13, 2016, 6:07 AM",By some immediate stroke; but soon shall find 
